#                                                                                                             --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                         accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                 ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pdum_DN83_c0_g1_i40                                     -            531 2-Hacid_dh_C         PF02826.22   178     0.071   13.7   0.2   1   2     0.036        14    6.2   0.0    37    70     3    36     1    71 0.87 -
Pdum_DN83_c0_g1_i40                                     -            531 2-Hacid_dh_C         PF02826.22   178     0.071   13.7   0.2   2   2     0.085        33    5.0   0.1    26    57   174   205   155   228 0.79 -
Pdum_NODE_99180_length_1295_cov_142_377617_g25029_i1    -            252 2-Hacid_dh_C         PF02826.22   178     0.079   13.5   0.1   1   1   0.00045      0.17   12.4   0.1    46    79    17    49     4    81 0.74 -
Pdum_NODE_87155_length_1481_cov_138_304622_g25029_i0    -            252 2-Hacid_dh_C         PF02826.22   178     0.079   13.5   0.1   1   1   0.00045      0.17   12.4   0.1    46    79    17    49     4    81 0.74 -
Pdum_DN31823_c0_g1_i19                                  -            252 2-Hacid_dh_C         PF02826.22   178       0.1   13.2   0.0   1   1   0.00051       0.2   12.3   0.0    46    79    17    49     4    90 0.80 -
Pdum_NODE_70939_length_1774_cov_189_153399_g19944_i0    -            305 2-Hacid_dh_C         PF02826.22   178       0.1   13.2   0.1   1   1   0.00045      0.17   12.5   0.1    36   132    21   117    11   121 0.75 -
Pdum_NODE_103828_length_1224_cov_4451_701964_g25671_i5  -            311 2-Hacid_dh_C         PF02826.22   178      0.11   13.0   0.5   1   1   0.00077       0.3   11.7   0.5    18    74    26    83    15   117 0.81 -
Pdum_DN1762_c0_g1_i16                                   -            316 2-Hacid_dh_C         PF02826.22   178      0.12   13.0   0.5   1   1   0.00079       0.3   11.6   0.5    18    74    26    83    15   117 0.81 -
Pdum_DN1762_c0_g1_i37                                   -            316 2-Hacid_dh_C         PF02826.22   178      0.12   13.0   0.5   1   1   0.00079       0.3   11.6   0.5    18    74    26    83    15   117 0.81 -
Pdum_DN1762_c0_g1_i5                                    -            316 2-Hacid_dh_C         PF02826.22   178      0.12   13.0   0.5   1   1   0.00079       0.3   11.6   0.5    18    74    26    83    15   117 0.81 -
Pdum_DN1762_c0_g1_i49                                   -            316 2-Hacid_dh_C         PF02826.22   178      0.12   13.0   0.5   1   1   0.00079       0.3   11.6   0.5    18    74    26    83    15   117 0.81 -
Pdum_NODE_62010_length_1968_cov_489_281462_g16781_i1    -            465 2-Hacid_dh_C         PF02826.22   178      0.12   12.9   1.4   1   2      0.11        41    4.7   0.6    35    64    20    49     9    64 0.84 -
Pdum_NODE_62010_length_1968_cov_489_281462_g16781_i1    -            465 2-Hacid_dh_C         PF02826.22   178      0.12   12.9   1.4   2   2     0.032        12    6.4   0.0    33    70   181   217   163   252 0.78 -
Pdum_NODE_60022_length_2014_cov_415_368180_g16781_i0    -            465 2-Hacid_dh_C         PF02826.22   178      0.12   12.9   1.4   1   2      0.11        41    4.7   0.6    35    64    20    49     9    64 0.84 -
Pdum_NODE_60022_length_2014_cov_415_368180_g16781_i0    -            465 2-Hacid_dh_C         PF02826.22   178      0.12   12.9   1.4   2   2     0.032        12    6.4   0.0    33    70   181   217   163   252 0.78 -
Pdum_NODE_49283_length_2303_cov_39_743111_g13946_i0     -            281 2-Hacid_dh_C         PF02826.22   178      0.14   12.8   0.5   1   2       1.7   6.6e+02    0.8   0.0    36    69     3    36     1    52 0.83 -
Pdum_NODE_49283_length_2303_cov_39_743111_g13946_i0     -            281 2-Hacid_dh_C         PF02826.22   178      0.14   12.8   0.5   2   2    0.0031       1.2    9.7   0.1    31    68   182   219   165   224 0.84 -
Pdum_NODE_49353_length_2300_cov_2185_897196_g13772_i1   -            387 2-Hacid_dh_C         PF02826.22   178      0.14   12.7   0.1   1   1   0.00085      0.33   11.5   0.1    28    78     9    59     2    71 0.76 -
Pdum_NODE_53108_length_2194_cov_2328_270901_g13772_i2   -            387 2-Hacid_dh_C         PF02826.22   178      0.14   12.7   0.1   1   1   0.00085      0.33   11.5   0.1    28    78     9    59     2    71 0.76 -
Pdum_DN83_c0_g1_i26                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   1   2     0.075        29    5.2   0.0    37    70     3    36     1    71 0.87 -
Pdum_DN83_c0_g1_i26                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   2   2     0.085        33    5.0   0.1    26    57   174   205   155   228 0.79 -
Pdum_DN83_c0_g1_i45                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   1   2     0.075        29    5.2   0.0    37    70     3    36     1    71 0.87 -
Pdum_DN83_c0_g1_i45                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   2   2     0.085        33    5.0   0.1    26    57   174   205   155   228 0.79 -
Pdum_DN83_c0_g1_i51                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   1   2     0.075        29    5.2   0.0    37    70     3    36     1    71 0.87 -
Pdum_DN83_c0_g1_i51                                     -            531 2-Hacid_dh_C         PF02826.22   178      0.15   12.7   0.2   2   2     0.085        33    5.0   0.1    26    57   174   205   155   228 0.79 -
Pdum_NODE_41728_length_2549_cov_647_645032_g5071_i7     -            330 2-Hacid_dh_C         PF02826.22   178      0.16   12.5   0.0   1   2      0.43   1.6e+02    2.7   0.0    33    66   125   160   101   189 0.71 -
Pdum_NODE_41728_length_2549_cov_647_645032_g5071_i7     -            330 2-Hacid_dh_C         PF02826.22   178      0.16   12.5   0.0   2   2     0.014       5.5    7.6   0.0    31    67   261   297   250   305 0.75 -
Pdum_NODE_44742_length_2447_cov_675_645363_g5071_i8     -            330 2-Hacid_dh_C         PF02826.22   178      0.16   12.5   0.0   1   2      0.43   1.6e+02    2.7   0.0    33    66   125   160   101   189 0.71 -
Pdum_NODE_44742_length_2447_cov_675_645363_g5071_i8     -            330 2-Hacid_dh_C         PF02826.22   178      0.16   12.5   0.0   2   2     0.014       5.5    7.6   0.0    31    67   261   297   250   305 0.75 -
Pdum_NODE_33376_length_2881_cov_1313_254243_g5071_i3    -            531 2-Hacid_dh_C         PF02826.22   178      0.19   12.3   0.0   1   2      0.91   3.5e+02    1.7   0.0    35    65   127   159   102   186 0.71 -
Pdum_NODE_33376_length_2881_cov_1313_254243_g5071_i3    -            531 2-Hacid_dh_C         PF02826.22   178      0.19   12.3   0.0   2   2     0.012       4.5    7.8   0.0    31    67   261   297   250   318 0.83 -
Pdum_DN4935_c0_g1_i12                                   -            559 2-Hacid_dh_C         PF02826.22   178      0.19   12.3   0.0   1   2      0.36   1.4e+02    3.0   0.0    27    65   147   187   129   215 0.71 -
Pdum_DN4935_c0_g1_i12                                   -            559 2-Hacid_dh_C         PF02826.22   178      0.19   12.3   0.0   2   2     0.028        11    6.6   0.0    31    67   289   325   278   334 0.76 -
Pdum_DN14850_c0_g1_i2                                   -            330 2-Hacid_dh_C         PF02826.22   178       0.2   12.2   0.0   1   1   0.00091      0.35   11.4   0.0    31   103    40   109    24   134 0.79 -
Pdum_NODE_72566_length_1741_cov_248_322867_g20403_i0    -            330 2-Hacid_dh_C         PF02826.22   178      0.21   12.2   0.0   1   1   0.00091      0.35   11.4   0.0    31   103    40   109    24   134 0.79 -
Pdum_NODE_77681_length_1644_cov_222_807668_g20403_i1    -            330 2-Hacid_dh_C         PF02826.22   178      0.21   12.2   0.0   1   1   0.00091      0.35   11.4   0.0    31   103    40   109    24   134 0.79 -
Pdum_DN14850_c0_g1_i17                                  -            330 2-Hacid_dh_C         PF02826.22   178      0.23   12.0   0.0   1   1     0.001      0.39   11.3   0.0    31   102    40   108    24   134 0.80 -
Pdum_NODE_68877_length_1816_cov_35_653999_g19331_i0     -            290 2-Hacid_dh_C         PF02826.22   178      0.24   12.0   0.0   1   1    0.0013       0.5   10.9   0.0    32    75     3    47     1    67 0.82 -
Pdum_DN4259_c0_g1_i7                                    -            295 2-Hacid_dh_C         PF02826.22   178      0.24   11.9   0.0   1   1    0.0013      0.49   11.0   0.0    28    76    22    71    14    85 0.80 -
Pdum_NODE_51371_length_2240_cov_216_392775_g14512_i0    -            285 2-Hacid_dh_C         PF02826.22   178      0.26   11.9   0.1   1   1    0.0011      0.43   11.2   0.1    31    73     3    46     1   100 0.85 -
Pdum_NODE_91110_length_1419_cov_304_031479_g26376_i0    -            304 2-Hacid_dh_C         PF02826.22   178      0.26   11.9   0.0   1   1    0.0013      0.51   10.9   0.0    28    75    22    70    14    85 0.80 -
Pdum_NODE_106588_length_1183_cov_345_957522_g31265_i1   -            271 2-Hacid_dh_C         PF02826.22   178      0.26   11.9   1.3   1   1    0.0011      0.41   11.2   1.3    34   127     4    94     1   101 0.76 -
Pdum_DN6998_c0_g1_i3                                    -            790 2-Hacid_dh_C         PF02826.22   178      0.28   11.8   0.1   1   1    0.0018      0.69   10.5   0.1    36    70   209   243   181   264 0.84 -
Pdum_NODE_100901_length_1268_cov_269_435391_g16910_i4   -            251 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.0   1   1    0.0013       0.5   10.9   0.0    35   103     8    79     2    84 0.79 -
Pdum_NODE_126336_length_930_cov_217_937286_g22680_i2    -            304 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.3   1   2    0.0023      0.88   10.1   0.0    44    79   124   159   120   174 0.84 -
Pdum_NODE_126336_length_930_cov_217_937286_g22680_i2    -            304 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.3   2   2       8.8   3.4e+03   -1.5   0.1    11    53   257   301   253   302 0.63 -
Pdum_NODE_10903_length_4666_cov_548_317147_g152_i5      -            545 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.0   1   2     0.014       5.3    7.6   0.0    23    70   177   222   162   238 0.83 -
Pdum_NODE_10903_length_4666_cov_548_317147_g152_i5      -            545 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.0   2   2       1.1   4.1e+02    1.5   0.0    16    54   308   345   300   371 0.67 -
Pdum_NODE_11487_length_4584_cov_556_435665_g152_i6      -            545 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.0   1   2     0.014       5.3    7.6   0.0    23    70   177   222   162   238 0.83 -
Pdum_NODE_11487_length_4584_cov_556_435665_g152_i6      -            545 2-Hacid_dh_C         PF02826.22   178      0.29   11.7   0.0   2   2       1.1   4.1e+02    1.5   0.0    16    54   308   345   300   371 0.67 -
Pdum_NODE_85472_length_1509_cov_178_695742_g22680_i1    -            335 2-Hacid_dh_C         PF02826.22   178       0.3   11.7   0.3   1   1    0.0026         1    9.9   0.0    44    79   155   190   151   205 0.84 -
Pdum_DN4188_c0_g2_i2                                    -            335 2-Hacid_dh_C         PF02826.22   178      0.37   11.4   0.2   1   1    0.0026         1    9.9   0.0    44    79   155   190   151   205 0.84 -
Pdum_DN214_c0_g1_i14                                    -            311 2-Hacid_dh_C         PF02826.22   178      0.37   11.3   0.0   1   1    0.0015      0.59   10.7   0.0    29    73    35    80    25   105 0.84 -
Pdum_NODE_65386_length_1891_cov_712_757889_g18337_i0    -            311 2-Hacid_dh_C         PF02826.22   178      0.37   11.3   0.0   1   1    0.0015      0.59   10.7   0.0    29    73    35    80    25   105 0.84 -
Pdum_DN9018_c0_g1_i16                                   -            541 2-Hacid_dh_C         PF02826.22   178      0.67   10.5   0.5   1   2       4.3   1.6e+03   -0.5   0.0    36    68     3    35     1    49 0.82 -
Pdum_DN9018_c0_g1_i16                                   -            541 2-Hacid_dh_C         PF02826.22   178      0.67   10.5   0.5   2   2    0.0081       3.1    8.3   0.2    31    68   182   219   165   223 0.84 -
Pdum_NODE_87462_length_1477_cov_30_245787_g25123_i0     -            469 2-Hacid_dh_C         PF02826.22   178       1.6    9.3   4.2   1   3       1.3     5e+02    1.2   0.5    40    64     7    31     2    38 0.87 -
Pdum_NODE_87462_length_1477_cov_30_245787_g25123_i0     -            469 2-Hacid_dh_C         PF02826.22   178       1.6    9.3   4.2   2   3     0.013       4.9    7.7   0.0    31    70   163   202   151   222 0.77 -
Pdum_NODE_87462_length_1477_cov_30_245787_g25123_i0     -            469 2-Hacid_dh_C         PF02826.22   178       1.6    9.3   4.2   3   3       5.3     2e+03   -0.8   0.1    41    62   408   429   393   440 0.85 -
Pdum_DN3721_c0_g1_i10                                 -            626 2-oxoacid_dh         PF00198.26   233   7.6e-85  285.3   0.1   1   1   1.7e-88   9.5e-85  285.0   0.1     4   233   396   625   393   625 0.96 -
Pdum_NODE_85263_length_1513_cov_88_790411_g24414_i0   -            465 2-oxoacid_dh         PF00198.26   233   5.4e-82  276.0   0.1   1   1   1.5e-85   7.9e-82  275.5   0.1     3   233   234   462   232   462 0.99 -
Pdum_NODE_58075_length_2060_cov_433_624315_g16275_i0  -            504 2-oxoacid_dh         PF00198.26   233   1.7e-81  274.3   0.0   1   1   4.7e-85   2.6e-81  273.8   0.0     4   232   272   499   269   500 0.97 -
Pdum_NODE_34421_length_2833_cov_1855_968705_g10030_i0 -            475 2-oxoacid_dh         PF00198.26   233   1.4e-79  268.1   0.0   1   1   3.5e-83   1.9e-79  267.7   0.0     3   233   244   472   242   472 0.98 -
Pdum_DN308_c0_g1_i17                                  -            439 2-oxoacid_dh         PF00198.26   233   2.9e-70  237.6   0.2   1   1   6.7e-74   3.7e-70  237.3   0.2     3   232   204   424   202   425 0.96 -
Pdum_NODE_35491_length_2788_cov_414_256673_g10337_i0  -            439 2-oxoacid_dh         PF00198.26   233   6.8e-70  236.4   0.1   1   1   1.6e-73   8.6e-70  236.1   0.1     3   232   204   424   202   425 0.96 -
Pdum_NODE_23995_length_3393_cov_2113_693114_g7374_i0  -            180 2-oxoacid_dh         PF00198.26   233   3.7e-67  227.5   0.0   1   1   7.4e-71     4e-67  227.3   0.0    58   233     3   179     1   179 0.96 -
Pdum_NODE_90540_length_1428_cov_637_456727_g7374_i4   -            180 2-oxoacid_dh         PF00198.26   233   3.7e-67  227.5   0.0   1   1   7.4e-71     4e-67  227.3   0.0    58   233     3   179     1   179 0.96 -
Pdum_DN4156_c0_g1_i7                                 -            761 2-oxogl_dehyd_N      PF16078.8     41   6.7e-20   71.6   1.3   1   1   1.7e-23   1.8e-19   70.2   1.3     2    40    58    96    57    97 0.95 -
Pdum_NODE_14744_length_4170_cov_2371_260384_g531_i84 -           1019 2-oxogl_dehyd_N      PF16078.8     41   9.8e-20   71.1   1.7   1   1   2.5e-23   2.7e-19   69.7   1.7     2    40    58    96    57    97 0.95 -
Pdum_DN18879_c0_g1_i10                               -            680 2-oxogl_dehyd_N      PF16078.8     41      0.24   12.2   0.1   1   2      0.26   2.8e+03   -0.8   0.0    22    34   362   374   360   375 0.87 -
