go	cluster	parent	parentSimScore	score	size	term	parentTerm
GO:0007259	42	GO:0007166	0.641	2.61261017366127	57	receptor signaling pathway via JAK-STAT	cell surface receptor signaling pathway
GO:0097696	42	GO:0007166	0.645	2.61261017366127	1	receptor signaling pathway via STAT	cell surface receptor signaling pathway
GO:0010324	46	GO:0010324	0.999	2.61261017366127	6	membrane invagination	membrane invagination
GO:0000902	8	GO:0009653	0.764	2.61083391563547	89	cell morphogenesis	anatomical structure morphogenesis
GO:0051301	47	GO:0051301	0.995	2.60554831917378	353	cell division	cell division
GO:0060627	13	GO:0032879	0.795	2.60554831917378	12	regulation of vesicle-mediated transport	regulation of localization
GO:0006793	1	GO:0006468	0.863	2.60554831917378	0	phosphorus metabolic process	protein phosphorylation
GO:0051247	9	GO:0036211	0.62	2.60554831917378	26	positive regulation of protein metabolic process	protein modification process
GO:0051090	6	GO:0045859	0.64	2.60380065290426	25	regulation of DNA-binding transcription factor activity	regulation of protein kinase activity
GO:0048880	4	GO:0048856	0.443	2.60032627851896	3	sensory system development	anatomical structure development
GO:0001817	34	GO:0032501	0.443	2.59687947882418	64	regulation of cytokine production	multicellular organismal process
GO:2000147	16	GO:0030334	0.92	2.59176003468815	24	positive regulation of cell motility	regulation of cell migration
GO:0043065	40	GO:0012501	0.783	2.58502665202918	345	positive regulation of apoptotic process	programmed cell death
GO:0048699	2	GO:0002763	0.437	2.58502665202918	9	generation of neurons	positive regulation of myeloid leukocyte differentiation
GO:1902532	17	GO:0007154	0.501	2.58502665202918	6	negative regulation of intracellular signal transduction	cell communication
GO:0001933	1	GO:0006468	0.788	2.57186520597121	80	negative regulation of protein phosphorylation	protein phosphorylation
GO:0048588	28	GO:0060560	0.828	2.57024771999759	2	developmental cell growth	developmental growth involved in morphogenesis
GO:0010647	17	GO:0007154	0.612	2.56703070912559	0	positive regulation of cell communication	cell communication
GO:0050678	19	GO:0046651	0.633	2.56224943717961	18	regulation of epithelial cell proliferation	lymphocyte proliferation
GO:0001654	4	GO:0048856	0.442	2.56066730616974	45	eye development	anatomical structure development
GO:0150063	4	GO:0048856	0.442	2.56066730616974	1	visual system development	anatomical structure development
GO:0009894	38	GO:0031325	0.44	2.55595520408192	0	regulation of catabolic process	positive regulation of cellular metabolic process
GO:0051017	24	GO:0032231	0.965	2.5543957967264	43	actin filament bundle assembly	regulation of actin filament bundle assembly
GO:0097581	26	GO:0030031	0.635	2.55284196865778	2	lamellipodium organization	cell projection assembly
GO:0051099	6	GO:0045859	0.577	2.55129368009492	6	positive regulation of binding	regulation of protein kinase activity
GO:0002040	8	GO:0009653	0.629	2.55129368009492	36	sprouting angiogenesis	anatomical structure morphogenesis
GO:0019221	45	GO:0009746	0.517	2.54975089168064	149	cytokine-mediated signaling pathway	response to hexose
GO:0051240	34	GO:0032501	0.486	2.54211810326601	0	positive regulation of multicellular organismal process	multicellular organismal process
GO:0002376	29	GO:0002699	0.632	2.53165266958784	45	immune system process	positive regulation of immune effector process
GO:0030098	2	GO:0002763	0.755	2.53017798402184	5	lymphocyte differentiation	positive regulation of myeloid leukocyte differentiation
GO:0051403	5	GO:0035556	0.687	2.52578373592374	19	stress-activated MAPK cascade	intracellular signal transduction
GO:0034097	45	GO:0009746	0.551	2.52287874528034	49	response to cytokine	response to hexose
GO:0043122	5	GO:0035556	0.682	2.51427857351842	33	regulation of I-kappaB kinase/NF-kappaB signaling	intracellular signal transduction
GO:0009967	5	GO:0035556	0.543	2.51427857351842	10	positive regulation of signal transduction	intracellular signal transduction
GO:0050766	21	GO:0098739	0.327	2.51004152057517	52	positive regulation of phagocytosis	import across plasma membrane
GO:1904375	41	GO:1904589	0.551	2.50584540598156	1	regulation of protein localization to cell periphery	regulation of protein import
GO:1902903	18	GO:0044085	0.442	2.50307035192679	1	regulation of supramolecular fiber organization	cellular component biogenesis
GO:0035148	4	GO:0048856	0.385	2.5003129173816	11	tube formation	anatomical structure development
GO:0032880	13	GO:0032879	0.828	2.49620931694282	87	regulation of protein localization	regulation of localization
GO:0016049	28	GO:0060560	0.819	2.49620931694282	0	cell growth	developmental growth involved in morphogenesis
GO:0051491	26	GO:0030031	0.749	2.48945498979339	37	positive regulation of filopodium assembly	cell projection assembly
GO:0034284	45	GO:0009746	0.996	2.48945498979339	1	response to monosaccharide	response to hexose
GO:0007595	14	GO:0048569	0.312	2.48945498979339	41	lactation	post-embryonic animal organ development
GO:0006955	29	GO:0002699	0.591	2.48148606012211	467	immune response	positive regulation of immune effector process
GO:0048565	44	GO:0055123	0.993	2.48148606012211	27	digestive tract development	digestive system development
GO:0051716	39	GO:0006952	0.399	2.48017200622428	0	cellular response to stimulus	defense response
GO:0019751	48	GO:0019751	0.999	2.46218090492673	0	polyol metabolic process	polyol metabolic process
GO:0030032	26	GO:0030031	0.804	2.45967052520913	42	lamellipodium assembly	cell projection assembly
GO:0051246	9	GO:0036211	0.688	2.45842075605342	11	regulation of protein metabolic process	protein modification process
GO:0043409	17	GO:0007154	0.429	2.45717457304082	47	negative regulation of MAPK cascade	cell communication
GO:0002833	11	GO:0050829	0.571	2.45717457304082	0	positive regulation of response to biotic stimulus	defense response to Gram-negative bacterium
GO:0032989	8	GO:0009653	0.75	2.45099673797421	0	cellular component morphogenesis	anatomical structure morphogenesis
GO:0007254	5	GO:0035556	0.657	2.44977164694491	64	JNK cascade	intracellular signal transduction
GO:0006909	21	GO:0098739	0.363	2.44733178388781	73	phagocytosis	import across plasma membrane
GO:0018193	9	GO:0036211	0.772	2.44611697335613	3	peptidyl-amino acid modification	protein modification process
GO:0007265	5	GO:0035556	0.703	2.43651891460559	95	Ras protein signal transduction	intracellular signal transduction
GO:0010638	18	GO:0044085	0.457	2.43297363384094	3	positive regulation of organelle organization	cellular component biogenesis
GO:0034446	20	GO:0098609	0.664	2.4294570601181	51	substrate adhesion-dependent cell spreading	cell-cell adhesion
GO:0042326	1	GO:0006468	0.762	2.40560744962457	20	negative regulation of phosphorylation	protein phosphorylation
GO:0071310	45	GO:0009746	0.597	2.40560744962457	18	cellular response to organic substance	response to hexose
GO:0030335	16	GO:0030334	0.928	2.40450377817443	271	positive regulation of cell migration	regulation of cell migration
GO:0030155	20	GO:0098609	0.834	2.39902710431325	58	regulation of cell adhesion	cell-cell adhesion
GO:0010605	32	GO:0048523	0.689	2.38827669199266	1	negative regulation of macromolecule metabolic process	negative regulation of cellular process
GO:0030100	13	GO:0032879	0.713	2.3840499483436	36	regulation of endocytosis	regulation of localization
GO:0032970	24	GO:0032231	0.883	2.37882371822496	3	regulation of actin filament-based process	regulation of actin filament bundle assembly
GO:0045089	11	GO:0050829	0.618	2.37468754903833	27	positive regulation of innate immune response	defense response to Gram-negative bacterium
GO:0007611	49	GO:0007611	0.998	2.37161106994969	68	learning or memory	learning or memory
GO:0006911	46	GO:0010324	0.979	2.37059040089728	25	phagocytosis, engulfment	membrane invagination
GO:0001936	19	GO:0046651	0.591	2.37059040089728	5	regulation of endothelial cell proliferation	lymphocyte proliferation
GO:0045746	17	GO:0007154	0.356	2.37059040089728	42	negative regulation of Notch signaling pathway	cell communication
GO:0002064	3	GO:0002009	0.703	2.36151074304536	11	epithelial cell development	morphogenesis of an epithelium
GO:0000209	9	GO:0036211	0.631	2.35066514128786	185	protein polyubiquitination	protein modification process
GO:0051345	6	GO:0045859	0.744	2.34678748622466	4	positive regulation of hydrolase activity	regulation of protein kinase activity
GO:0018105	9	GO:0036211	0.622	2.34678748622466	222	peptidyl-serine phosphorylation	protein modification process
GO:0007435	31	GO:0035272	0.974	2.34486156518862	7	salivary gland morphogenesis	exocrine system development
GO:0022612	14	GO:0048569	0.341	2.3429441471429	7	gland morphogenesis	post-embryonic animal organ development
GO:0070302	5	GO:0035556	0.665	2.33254704711005	1	regulation of stress-activated protein kinase signaling cascade	intracellular signal transduction
GO:0032872	5	GO:0035556	0.664	2.33254704711005	11	regulation of stress-activated MAPK cascade	intracellular signal transduction
GO:0060359	50	GO:0060359	1	2.3269790928711	1	response to ammonium ion	response to ammonium ion
GO:0007399	2	GO:0002763	0.371	2.32513885926219	375	nervous system development	positive regulation of myeloid leukocyte differentiation
GO:0045913	30	GO:0010907	0.959	2.31425826139774	0	positive regulation of carbohydrate metabolic process	positive regulation of glucose metabolic process
GO:1903530	13	GO:0032879	0.805	2.30803489723264	0	regulation of secretion by cell	regulation of localization
GO:0032092	6	GO:0045859	0.543	2.30189945437661	73	positive regulation of protein binding	regulation of protein kinase activity
GO:0035315	3	GO:0002009	0.633	2.29756946355447	8	hair cell differentiation	morphogenesis of an epithelium
GO:0040011	16	GO:0030334	0.92	2.29670862188134	8	locomotion	regulation of cell migration
GO:0031398	9	GO:0036211	0.56	2.29499204066666	84	positive regulation of protein ubiquitination	protein modification process
GO:0050896	39	GO:0006952	0.433	2.29328221766324	63	response to stimulus	defense response
GO:0061572	24	GO:0032231	0.964	2.29328221766324	3	actin filament bundle organization	regulation of actin filament bundle assembly
GO:0006606	41	GO:1904589	0.48	2.28819277095881	120	protein import into nucleus	regulation of protein import
GO:0043009	4	GO:0048856	0.473	2.28819277095881	5	chordate embryonic development	anatomical structure development
GO:0009607	11	GO:0050829	0.665	2.28735029837279	0	response to biotic stimulus	defense response to Gram-negative bacterium
GO:0033002	19	GO:0046651	0.608	2.28066871301627	1	muscle cell proliferation	lymphocyte proliferation
GO:1902905	18	GO:0044085	0.403	2.27901425584626	1	positive regulation of supramolecular fiber organization	cellular component biogenesis
GO:0006897	21	GO:0098739	0.395	2.27818938478745	206	endocytosis	import across plasma membrane
GO:0051960	25	GO:0051094	0.682	2.27736607746619	2	regulation of nervous system development	positive regulation of developmental process
GO:0030036	24	GO:0032231	0.799	2.27736607746619	171	actin cytoskeleton organization	regulation of actin filament bundle assembly
GO:0071216	11	GO:0050829	0.547	2.27490547891853	0	cellular response to biotic stimulus	defense response to Gram-negative bacterium
GO:0015749	21	GO:0098739	0.579	2.27490547891853	3	monosaccharide transmembrane transport	import across plasma membrane
GO:0010595	27	GO:0010594	0.954	2.26680273489343	70	positive regulation of endothelial cell migration	regulation of endothelial cell migration
GO:0070727	21	GO:0098739	0.414	2.26201267366657	0	cellular macromolecule localization	import across plasma membrane
GO:0030879	14	GO:0048569	0.343	2.26121944151563	22	mammary gland development	post-embryonic animal organ development
GO:0046328	5	GO:0035556	0.636	2.26042765554991	16	regulation of JNK cascade	intracellular signal transduction
GO:1903706	2	GO:0002763	0.836	2.25884840114822	11	regulation of hemopoiesis	positive regulation of myeloid leukocyte differentiation
GO:0001935	19	GO:0046651	0.598	2.25492520841794	24	endothelial cell proliferation	lymphocyte proliferation
GO:0050673	19	GO:0046651	0.65	2.2518119729938	49	epithelial cell proliferation	lymphocyte proliferation
GO:0044092	6	GO:0045859	0.697	2.24336389175415	0	negative regulation of molecular function	regulation of protein kinase activity
GO:0048103	47	GO:0051301	0.711	2.24033215531037	9	somatic stem cell division	cell division
GO:0051726	51	GO:0051726	0.988	2.23882418684427	250	regulation of cell cycle	regulation of cell cycle
GO:0030097	2	GO:0002763	0.731	2.23507701535011	61	hemopoiesis	positive regulation of myeloid leukocyte differentiation
GO:0031396	9	GO:0036211	0.599	2.23210238398191	19	regulation of protein ubiquitination	protein modification process
GO:0002831	11	GO:0050829	0.587	2.23062267392386	0	regulation of response to biotic stimulus	defense response to Gram-negative bacterium
GO:0007015	24	GO:0032231	0.856	2.22694530663574	112	actin filament organization	regulation of actin filament bundle assembly
GO:0002253	29	GO:0002699	0.752	2.22548303427145	2	activation of immune response	positive regulation of immune effector process
GO:0051173	38	GO:0031325	0.829	2.22475374025976	2	positive regulation of nitrogen compound metabolic process	positive regulation of cellular metabolic process
GO:0008645	21	GO:0098739	0.577	2.22112552799726	12	hexose transmembrane transport	import across plasma membrane
GO:0051124	28	GO:0060560	0.641	2.21752737583371	2	synaptic assembly at neuromuscular junction	developmental growth involved in morphogenesis
GO:0035567	42	GO:0007166	0.596	2.21752737583371	27	non-canonical Wnt signaling pathway	cell surface receptor signaling pathway
GO:0046578	5	GO:0035556	0.652	2.21609642072726	10	regulation of Ras protein signal transduction	intracellular signal transduction
GO:0009792	4	GO:0048856	0.476	2.21041928783557	23	embryo development ending in birth or egg hatching	anatomical structure development
GO:0062013	48	GO:0019751	0.502	2.20760831050175	0	positive regulation of small molecule metabolic process	polyol metabolic process
GO:0009893	38	GO:0031325	0.881	2.20690839982342	0	positive regulation of metabolic process	positive regulation of cellular metabolic process
GO:0060828	42	GO:0007166	0.66	2.20481541031758	31	regulation of canonical Wnt signaling pathway	cell surface receptor signaling pathway
GO:0043547	6	GO:0045859	0.693	2.19517932127884	205	positive regulation of GTPase activity	regulation of protein kinase activity
GO:0002758	11	GO:0050829	0.602	2.1944991418416	1	innate immune response-activating signaling pathway	defense response to Gram-negative bacterium
GO:0033036	21	GO:0098739	0.427	2.19382002601611	0	macromolecule localization	import across plasma membrane
GO:0050776	29	GO:0002699	0.71	2.18842499412941	32	regulation of immune response	positive regulation of immune effector process
GO:0048584	43	GO:0048585	0.699	2.17522353752445	1	positive regulation of response to stimulus	negative regulation of response to stimulus
GO:0060341	13	GO:0032879	0.843	2.17263072694617	5	regulation of cellular localization	regulation of localization
GO:0003006	33	GO:0007281	0.864	2.17198493577602	5	developmental process involved in reproduction	germ cell development
GO:0120032	26	GO:0030031	0.873	2.16178077809237	0	regulation of plasma membrane bounded cell projection assembly	cell projection assembly
GO:0060491	26	GO:0030031	0.875	2.16178077809237	4	regulation of cell projection assembly	cell projection assembly
GO:0072593	52	GO:0072593	0.998	2.15614457737684	36	reactive oxygen species metabolic process	reactive oxygen species metabolic process
GO:0007178	42	GO:0007166	0.735	2.15428198203334	9	transmembrane receptor protein serine/threonine kinase signaling pathway	cell surface receptor signaling pathway
GO:0030182	2	GO:0002763	0.433	2.14874165128092	170	neuron differentiation	positive regulation of myeloid leukocyte differentiation
GO:0044260	53	GO:0044260	0.947	2.14752000636314	0	cellular macromolecule metabolic process	cellular macromolecule metabolic process
GO:0010506	38	GO:0031325	0.485	2.14086170270547	82	regulation of autophagy	positive regulation of cellular metabolic process
GO:0031323	38	GO:0031325	0.772	2.14086170270547	0	regulation of cellular metabolic process	positive regulation of cellular metabolic process
GO:0008104	21	GO:0098739	0.414	2.14086170270547	126	protein localization	import across plasma membrane
GO:0050808	18	GO:0044085	0.467	2.13846558914096	54	synapse organization	cellular component biogenesis
GO:0043433	6	GO:0045859	0.585	2.13727247168203	103	negative regulation of DNA-binding transcription factor activity	regulation of protein kinase activity
GO:0050807	15	GO:0065008	0.672	2.12959609472097	24	regulation of synapse organization	regulation of biological quality
GO:0010604	38	GO:0031325	0.865	2.12147820449879	0	positive regulation of macromolecule metabolic process	positive regulation of cellular metabolic process
GO:0019730	29	GO:0002699	0.445	2.12147820449879	13	antimicrobial humoral response	positive regulation of immune effector process
GO:0071331	45	GO:0009746	0.969	2.11463877996849	0	cellular response to hexose stimulus	response to hexose
GO:0070887	45	GO:0009746	0.519	2.11350927482752	0	cellular response to chemical stimulus	response to hexose
GO:0031623	21	GO:0098739	0.342	2.10623823794206	51	receptor internalization	import across plasma membrane
GO:0071322	45	GO:0009746	0.953	2.10402526764094	2	cellular response to carbohydrate stimulus	response to hexose
GO:0010975	26	GO:0030031	0.731	2.09636748391576	34	regulation of neuron projection development	cell projection assembly
GO:0048583	43	GO:0048585	0.776	2.09528445472132	1	regulation of response to stimulus	negative regulation of response to stimulus
GO:0090066	15	GO:0065008	0.724	2.08990945440593	0	regulation of anatomical structure size	regulation of biological quality
GO:0010557	38	GO:0031325	0.753	2.08618614761628	1	positive regulation of macromolecule biosynthetic process	positive regulation of cellular metabolic process
GO:0018209	9	GO:0036211	0.627	2.08407278830288	0	peptidyl-serine modification	protein modification process
GO:0010942	40	GO:0012501	0.778	2.07883394936226	50	positive regulation of cell death	programmed cell death
GO:1902115	18	GO:0044085	0.657	2.07727454200674	9	regulation of organelle assembly	cellular component biogenesis
GO:0099024	46	GO:0010324	0.994	2.07520400420209	0	plasma membrane invagination	membrane invagination
GO:0022008	2	GO:0002763	0.444	2.07262963696098	56	neurogenesis	positive regulation of myeloid leukocyte differentiation
GO:0002694	12	GO:0030183	0.727	2.06600683616876	0	regulation of leukocyte activation	B cell differentiation
GO:0009914	15	GO:0065008	0.693	2.06298389253519	1	hormone transport	regulation of biological quality
GO:0009617	11	GO:0050829	0.801	2.06248210798265	116	response to bacterium	defense response to Gram-negative bacterium
GO:0030855	3	GO:0002009	0.806	2.06198090252379	95	epithelial cell differentiation	morphogenesis of an epithelium
GO:0042981	40	GO:0012501	0.903	2.05700040663396	203	regulation of apoptotic process	programmed cell death
GO:0050803	15	GO:0065008	0.674	2.05502409158795	6	regulation of synapse structure or activity	regulation of biological quality
GO:0034219	21	GO:0098739	0.583	2.05354773498693	3	carbohydrate transmembrane transport	import across plasma membrane
GO:0051707	11	GO:0050829	0.668	2.05207638016827	4	response to other organism	defense response to Gram-negative bacterium
GO:0019538	9	GO:0036211	0.824	2.0515870342214	18	protein metabolic process	protein modification process
GO:0045936	1	GO:0006468	0.651	2.05060999335509	0	negative regulation of phosphate metabolic process	protein phosphorylation
GO:0010563	1	GO:0006468	0.648	2.05060999335509	0	negative regulation of phosphorus metabolic process	protein phosphorylation
GO:0043207	11	GO:0050829	0.668	2.04769199033787	2	response to external biotic stimulus	defense response to Gram-negative bacterium
GO:0009743	45	GO:0009746	0.987	2.04624030826677	9	response to carbohydrate	response to hexose
GO:0017038	41	GO:1904589	0.953	2.04527520902094	5	protein import	regulation of protein import
GO:0016358	2	GO:0002763	0.469	2.040481623027	41	dendrite development	positive regulation of myeloid leukocyte differentiation
GO:0010556	38	GO:0031325	0.562	2.03526907894637	0	regulation of macromolecule biosynthetic process	positive regulation of cellular metabolic process
GO:0045927	28	GO:0060560	0.77	2.03151705144606	10	positive regulation of growth	developmental growth involved in morphogenesis
GO:0043068	40	GO:0012501	0.787	2.03058408764602	12	positive regulation of programmed cell death	programmed cell death
GO:2000377	52	GO:0072593	0.945	2.02410886359821	23	regulation of reactive oxygen species metabolic process	reactive oxygen species metabolic process
GO:0031328	38	GO:0031325	0.882	2.02227639471115	3	positive regulation of cellular biosynthetic process	positive regulation of cellular metabolic process
GO:1904659	21	GO:0098739	0.568	2.02227639471115	31	glucose transmembrane transport	import across plasma membrane
GO:0071326	45	GO:0009746	0.965	2.02227639471115	0	cellular response to monosaccharide stimulus	response to hexose
GO:0006959	29	GO:0002699	0.472	2.01772876696043	60	humoral immune response	positive regulation of immune effector process
GO:0007249	5	GO:0035556	0.699	2.0096611452124	67	I-kappaB kinase/NF-kappaB signaling	intracellular signal transduction
GO:0051170	41	GO:1904589	0.337	2.00744648216786	6	import into nucleus	regulation of protein import
GO:0007049	51	GO:0051726	0.885	2.00436480540245	283	cell cycle	regulation of cell cycle
GO:0009891	38	GO:0031325	0.762	2.00043451177402	0	positive regulation of biosynthetic process	positive regulation of cellular metabolic process
