#                                                                                                              --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                                          accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#                                  ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
Pele_NODE_127974_length_936_cov_9864_589803_g17145_i2  -            192 2-Hacid_dh_C         PF02826.22   178   0.00054   20.6   0.0   1   1   1.9e-06   0.00074   20.2   0.0    32    80   129   177    96   188 0.83 -
Pele_NODE_23272_length_3335_cov_37_530963_g10450_i0    -           1041 2-Hacid_dh_C         PF02826.22   178    0.0009   19.9   0.1   1   3         3   1.1e+03    0.0   0.0   134   154   135   155   131   174 0.87 -
Pele_NODE_23272_length_3335_cov_37_530963_g10450_i0    -           1041 2-Hacid_dh_C         PF02826.22   178    0.0009   19.9   0.1   2   3   0.00087      0.33   11.6   0.0    29    85   195   251   164   255 0.82 -
Pele_NODE_23272_length_3335_cov_37_530963_g10450_i0    -           1041 2-Hacid_dh_C         PF02826.22   178    0.0009   19.9   0.1   3   3      0.26        99    3.5   0.0    77   127   271   322   261   331 0.79 -
Pele_NODE_20460_length_3519_cov_27_764945_g9271_i0     -           1116 2-Hacid_dh_C         PF02826.22   178    0.0011   19.7   0.0   1   3       6.2   2.4e+03   -1.0   0.0   133   158   184   209   165   225 0.72 -
Pele_NODE_20460_length_3519_cov_27_764945_g9271_i0     -           1116 2-Hacid_dh_C         PF02826.22   178    0.0011   19.7   0.0   2   3      0.01       3.9    8.1   0.0    33    84   249   300   216   307 0.81 -
Pele_NODE_20460_length_3519_cov_27_764945_g9271_i0     -           1116 2-Hacid_dh_C         PF02826.22   178    0.0011   19.7   0.0   3   3     0.013       4.8    7.8   0.0    78   127   321   371   308   379 0.84 -
Pele_NODE_105346_length_1178_cov_1889_438914_g50351_i0 -            355 2-Hacid_dh_C         PF02826.22   178    0.0017   19.0   0.1   1   1   7.7e-06    0.0029   18.2   0.1    36    83   177   224   170   237 0.85 -
Pele_NODE_39598_length_2552_cov_518_339250_g17323_i0   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   1   2   0.00069      0.27   11.9   0.0    30    73    33    77    27    81 0.86 -
Pele_NODE_39598_length_2552_cov_518_339250_g17323_i0   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   2   2     0.047        18    5.9   0.1    49    98    77   123    73   130 0.78 -
Pele_NODE_40813_length_2508_cov_519_308419_g17323_i1   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   1   2   0.00069      0.27   11.9   0.0    30    73    33    77    27    81 0.86 -
Pele_NODE_40813_length_2508_cov_519_308419_g17323_i1   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   2   2     0.047        18    5.9   0.1    49    98    77   123    73   130 0.78 -
Pele_NODE_44123_length_2394_cov_517_465748_g17323_i2   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   1   2   0.00069      0.27   11.9   0.0    30    73    33    77    27    81 0.86 -
Pele_NODE_44123_length_2394_cov_517_465748_g17323_i2   -            308 2-Hacid_dh_C         PF02826.22   178    0.0023   18.6   0.2   2   2     0.047        18    5.9   0.1    49    98    77   123    73   130 0.78 -
Pele_DN831_c0_g1_i19                                   -            331 2-Hacid_dh_C         PF02826.22   178    0.0026   18.4   0.0   1   1   9.8e-06    0.0038   17.9   0.0    10   107    35   130    27   161 0.76 -
Pele_NODE_56321_length_2040_cov_712_499237_g10637_i3   -            294 2-Hacid_dh_C         PF02826.22   178    0.0029   18.3   0.0   1   1   2.1e-05    0.0082   16.8   0.0    33   124     3    91     1    94 0.78 -
Pele_NODE_59760_length_1954_cov_426_215843_g10637_i4   -            323 2-Hacid_dh_C         PF02826.22   178    0.0035   18.0   0.0   1   1   2.3e-05    0.0088   16.7   0.0    33   124     3    91     1   116 0.82 -
Pele_NODE_60815_length_1929_cov_403_966595_g10637_i5   -            323 2-Hacid_dh_C         PF02826.22   178    0.0035   18.0   0.0   1   1   2.3e-05    0.0088   16.7   0.0    33   124     3    91     1   116 0.82 -
Pele_DN5729_c0_g5_i1                                   -            339 2-Hacid_dh_C         PF02826.22   178    0.0036   17.9   0.0   1   1   1.7e-05    0.0066   17.1   0.0    36    67     4    35     2    52 0.90 -
Pele_DN2176_c0_g1_i2                                   -           1068 2-Hacid_dh_C         PF02826.22   178    0.0041   17.8   0.4   1   2    0.0034       1.3    9.6   0.2    33    85   216   268   183   272 0.84 -
Pele_DN2176_c0_g1_i2                                   -           1068 2-Hacid_dh_C         PF02826.22   178    0.0041   17.8   0.4   2   2      0.07        27    5.3   0.0    80   127   291   339   279   348 0.76 -
Pele_NODE_109307_length_1131_cov_45_188091_g52832_i0   -            361 2-Hacid_dh_C         PF02826.22   178    0.0052   17.4   0.0   1   1   2.3e-05     0.009   16.7   0.0    31    80   178   227   168   236 0.85 -
Pele_NODE_42441_length_2450_cov_1888_246529_g18540_i0  -            381 2-Hacid_dh_C         PF02826.22   178    0.0061   17.2   0.0   1   1   2.6e-05      0.01   16.5   0.0    35    81   194   242   184   251 0.85 -
Pele_NODE_43316_length_2421_cov_1901_323254_g18540_i2  -            381 2-Hacid_dh_C         PF02826.22   178    0.0061   17.2   0.0   1   1   2.6e-05      0.01   16.5   0.0    35    81   194   242   184   251 0.85 -
Pele_NODE_63936_length_1858_cov_776_181513_g1906_i40   -            337 2-Hacid_dh_C         PF02826.22   178    0.0066   17.1   0.0   1   1   2.5e-05    0.0094   16.6   0.0    10   107    41   136    33   167 0.76 -
Pele_NODE_18218_length_3693_cov_494_004696_g6566_i2    -            476 2-Hacid_dh_C         PF02826.22   178    0.0086   16.7   0.3   1   2     0.043        16    6.0   0.0    25    68    19    62     1    84 0.80 -
Pele_NODE_18218_length_3693_cov_494_004696_g6566_i2    -            476 2-Hacid_dh_C         PF02826.22   178    0.0086   16.7   0.3   2   2     0.011       4.3    7.9   0.0    35    73   193   230   176   267 0.81 -
Pele_DN40042_c2_g1_i2                                  -            455 2-Hacid_dh_C         PF02826.22   178    0.0095   16.6   0.0   1   1   6.2e-05     0.024   15.3   0.0    36   103     5    76     1    85 0.85 -
Pele_DN10785_c0_g1_i18                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   1   3     0.087        33    5.0   0.1   115   155   142   182   137   200 0.87 -
Pele_DN10785_c0_g1_i18                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   2   3     0.011       4.4    7.9   0.0    33    84   225   276   192   284 0.79 -
Pele_DN10785_c0_g1_i18                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   3   3     0.037        14    6.3   0.0    79   127   298   347   287   355 0.76 -
Pele_DN10785_c0_g1_i14                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   1   3     0.087        33    5.0   0.1   115   155   142   182   137   200 0.87 -
Pele_DN10785_c0_g1_i14                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   2   3     0.011       4.4    7.9   0.0    33    84   225   276   192   284 0.79 -
Pele_DN10785_c0_g1_i14                                 -           1101 2-Hacid_dh_C         PF02826.22   178     0.013   16.1   7.6   3   3     0.037        14    6.3   0.0    79   127   298   347   287   355 0.76 -
Pele_NODE_54235_length_2095_cov_268_002967_g23653_i0   -            342 2-Hacid_dh_C         PF02826.22   178     0.014   16.0   0.0   1   1   5.9e-05     0.022   15.4   0.0    25   130    49   153    27   165 0.72 -
Pele_DN42887_c0_g1_i1                                  -            161 2-Hacid_dh_C         PF02826.22   178     0.015   15.9   0.1   1   1   6.1e-05     0.023   15.3   0.1    28    73    13    58     4    78 0.80 -
Pele_NODE_94137_length_1327_cov_8_401116_g43692_i0     -            381 2-Hacid_dh_C         PF02826.22   178      0.02   15.5   0.0   1   1   9.6e-05     0.037   14.7   0.0    35    81   194   242   185   257 0.84 -
Pele_NODE_80646_length_1537_cov_62_532787_g36446_i0    -            316 2-Hacid_dh_C         PF02826.22   178     0.022   15.4   0.0   1   1   9.7e-05     0.037   14.7   0.0    22    73    19    72    13   107 0.78 -
Pele_NODE_13954_length_4089_cov_401_145418_g6444_i0    -            346 2-Hacid_dh_C         PF02826.22   178     0.029   15.0   0.0   1   1   0.00013      0.05   14.3   0.0    38    98    60   121    48   132 0.90 -
Pele_NODE_14522_length_4033_cov_430_938131_g6444_i2    -            346 2-Hacid_dh_C         PF02826.22   178     0.029   15.0   0.0   1   1   0.00013      0.05   14.3   0.0    38    98    60   121    48   132 0.90 -
Pele_NODE_74608_length_1643_cov_572_104459_g33329_i0   -            302 2-Hacid_dh_C         PF02826.22   178     0.029   15.0   0.0   1   1   0.00014     0.053   14.1   0.0    25    73    24    73    17    96 0.83 -
Pele_DN97996_c0_g1_i1                                  -            477 2-Hacid_dh_C         PF02826.22   178     0.029   15.0   0.0   1   1   0.00013      0.05   14.3   0.0    36    77     3    44     1    59 0.83 -
Pele_DN5419_c0_g2_i5                                   -            302 2-Hacid_dh_C         PF02826.22   178      0.03   15.0   0.0   1   1   0.00014     0.053   14.1   0.0    25    73    24    73    17    96 0.83 -
Pele_DN5419_c0_g2_i2                                   -            299 2-Hacid_dh_C         PF02826.22   178     0.031   14.9   0.0   1   1   0.00014     0.054   14.1   0.0    25    73    21    70    15    93 0.83 -
Pele_DN5419_c0_g2_i6                                   -            299 2-Hacid_dh_C         PF02826.22   178     0.031   14.9   0.0   1   1   0.00014     0.054   14.1   0.0    25    73    21    70    15    93 0.83 -
Pele_NODE_71580_length_1702_cov_65_658686_g31872_i0    -            363 2-Hacid_dh_C         PF02826.22   178     0.033   14.8   0.0   1   1   0.00015     0.058   14.0   0.0    29    76    38    87    16   116 0.70 -
Pele_NODE_73782_length_1659_cov_70_630517_g31872_i1    -            363 2-Hacid_dh_C         PF02826.22   178     0.033   14.8   0.0   1   1   0.00015     0.058   14.0   0.0    29    76    38    87    16   116 0.70 -
Pele_DN3670_c0_g1_i5                                   -            514 2-Hacid_dh_C         PF02826.22   178     0.038   14.6   0.0   1   1   0.00024     0.092   13.4   0.0    38    98   228   289   217   300 0.90 -
Pele_NODE_280882_length_331_cov_26_038760_g211528_i0   -            109 2-Hacid_dh_C         PF02826.22   178     0.039   14.6   0.0   1   1   0.00013     0.049   14.3   0.0    40    73     1    35     1    51 0.77 -
Pele_DN3670_c0_g1_i25                                  -            526 2-Hacid_dh_C         PF02826.22   178      0.04   14.6   0.0   1   1   0.00025     0.095   13.3   0.0    38    98   240   301   229   312 0.90 -
Pele_NODE_47526_length_2287_cov_297_866757_g20760_i0   -            363 2-Hacid_dh_C         PF02826.22   178      0.04   14.6   0.0   1   1   0.00017     0.066   13.9   0.0    34    84    43    93    20   132 0.73 -
Pele_NODE_167794_length_644_cov_25_402802_g99527_i0    -            206 2-Hacid_dh_C         PF02826.22   178      0.05   14.2   0.0   1   1   0.00023     0.089   13.4   0.0    38    70     4    36     2    52 0.77 -
Pele_NODE_43488_length_2415_cov_184_685312_g19015_i0   -            338 2-Hacid_dh_C         PF02826.22   178     0.052   14.2   0.4   1   1   0.00027       0.1   13.2   0.3    28    68    18    59     4   102 0.84 -
Pele_DN77407_c0_g1_i1                                  -            378 2-Hacid_dh_C         PF02826.22   178     0.073   13.7   0.2   1   1   0.00038      0.15   12.7   0.0    33    59    89   115    58   140 0.74 -
Pele_DN63773_c1_g1_i10                                 -            311 2-Hacid_dh_C         PF02826.22   178     0.081   13.6   0.1   1   1   0.00036      0.14   12.8   0.1    29    73    14    58     5    78 0.79 -
Pele_DN63773_c1_g1_i9                                  -            311 2-Hacid_dh_C         PF02826.22   178     0.081   13.6   0.1   1   1   0.00036      0.14   12.8   0.1    29    73    14    58     5    78 0.79 -
Pele_DN3156_c2_g1_i44                                  -            535 2-Hacid_dh_C         PF02826.22   178     0.094   13.3   0.1   1   2       4.2   1.6e+03   -0.4   0.0    35    50     2    17     1    31 0.83 -
Pele_DN3156_c2_g1_i44                                  -            535 2-Hacid_dh_C         PF02826.22   178     0.094   13.3   0.1   2   2    0.0014      0.54   10.9   0.1    14    67   163   216   158   242 0.88 -
Pele_NODE_21678_length_3436_cov_167_884924_g9777_i0    -            535 2-Hacid_dh_C         PF02826.22   178     0.094   13.3   0.1   1   2       4.2   1.6e+03   -0.4   0.0    35    50     2    17     1    31 0.83 -
Pele_NODE_21678_length_3436_cov_167_884924_g9777_i0    -            535 2-Hacid_dh_C         PF02826.22   178     0.094   13.3   0.1   2   2    0.0014      0.54   10.9   0.1    14    67   163   216   158   242 0.88 -
Pele_NODE_77987_length_1584_cov_32_857048_g35094_i0    -            509 2-Hacid_dh_C         PF02826.22   178      0.11   13.2   0.3   1   1    0.0009      0.35   11.5   0.3    33    77   257   299   235   370 0.85 -
Pele_DN1733_c0_g2_i15                                  -            363 2-Hacid_dh_C         PF02826.22   178      0.13   12.9   0.0   1   1   0.00058      0.22   12.1   0.0    34    83    43    92    20   117 0.72 -
Pele_DN31464_c0_g1_i1                                  -            322 2-Hacid_dh_C         PF02826.22   178      0.16   12.6   0.0   1   1   0.00081      0.31   11.7   0.0    42    97    58   110    42   117 0.84 -
Pele_NODE_102418_length_1215_cov_410_035902_g48500_i0  -            340 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.0   1   1    0.0011      0.41   11.3   0.0    38    68     5    36     2    55 0.79 -
Pele_NODE_74617_length_1643_cov_214_273248_g33333_i0   -            311 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.1   1   1   0.00064      0.24   12.0   0.1    28   130    16   119     3   124 0.83 -
Pele_NODE_13732_length_4111_cov_838_289747_g6337_i0    -            539 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.0   1   1   0.00075      0.29   11.8   0.0    33    85   278   328   251   339 0.78 -
Pele_NODE_19738_length_3571_cov_838_847055_g6337_i1    -            539 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.0   1   1   0.00075      0.29   11.8   0.0    33    85   278   328   251   339 0.78 -
Pele_NODE_23885_length_3296_cov_876_265591_g6337_i3    -            539 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.0   1   1   0.00075      0.29   11.8   0.0    33    85   278   328   251   339 0.78 -
Pele_NODE_26147_length_3165_cov_1063_336675_g11665_i0  -            639 2-Hacid_dh_C         PF02826.22   178      0.17   12.5   0.1   1   1    0.0011      0.41   11.3   0.1    29    73    14    58     5    76 0.79 -
