GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:1902275	regulation of chromatin organization	384	43	27.92	0.00314
GO:2000637	positive regulation of miRNA-mediated ge...	59	11	4.29	0.00316
GO:0035194	RNA-mediated post-transcriptional gene s...	233	29	16.94	0.00319
GO:0009953	dorsal/ventral pattern formation	441	48	32.07	0.00331
GO:0031124	mRNA 3'-end processing	182	24	13.23	0.00332
GO:0051961	negative regulation of nervous system de...	789	78	57.37	0.00335
GO:0090596	sensory organ morphogenesis	993	95	72.21	0.00341
GO:0002009	morphogenesis of an epithelium	1858	165	135.1	0.00342
GO:0007367	segment polarity determination	77	13	5.6	0.00348
GO:0016441	post-transcriptional gene silencing	245	30	17.82	0.00350
GO:1901800	positive regulation of proteasomal prote...	224	28	16.29	0.00350
GO:0014016	neuroblast differentiation	86	14	6.25	0.00350
GO:0033119	negative regulation of RNA splicing	86	14	6.25	0.00350
GO:0035215	genital disc development	86	14	6.25	0.00350
GO:0008543	fibroblast growth factor receptor signal...	183	24	13.31	0.00356
GO:0051865	protein autoubiquitination	143	20	10.4	0.00357
GO:0008298	intracellular mRNA localization	163	22	11.85	0.00361
GO:0031398	positive regulation of protein ubiquitin...	163	22	11.85	0.00361
GO:0090090	negative regulation of canonical Wnt sig...	235	29	17.09	0.00361
GO:0048583	regulation of response to stimulus	5340	432	388.3	0.00369
GO:0060964	regulation of miRNA-mediated gene silenc...	105	16	7.64	0.00371
GO:0040011	locomotion	3480	291	253.05	0.00372
GO:1903322	positive regulation of protein modificat...	194	25	14.11	0.00376
GO:0021517	ventral spinal cord development	69	12	5.02	0.00382
GO:0051654	establishment of mitochondrion localizat...	69	12	5.02	0.00382
GO:0050686	negative regulation of mRNA processing	96	15	6.98	0.00383
GO:1905330	regulation of morphogenesis of an epithe...	247	30	17.96	0.00394
GO:0048634	regulation of muscle organ development	290	34	21.09	0.00397
GO:0006457	protein folding	367	41	26.69	0.00403
GO:0016049	cell growth	1194	111	86.82	0.00406
GO:0090497	mesenchymal cell migration	61	11	4.44	0.00413
GO:0090630	activation of GTPase activity	175	23	12.73	0.00415
GO:0007286	spermatid development	368	41	26.76	0.00422
GO:0048588	developmental cell growth	678	68	49.3	0.00425
GO:0009615	response to virus	346	39	25.16	0.00425
GO:0014855	striated muscle cell proliferation	116	17	8.43	0.00428
GO:0043009	chordate embryonic development	1086	102	78.97	0.00428
GO:0048865	stem cell fate commitment	70	12	5.09	0.00431
GO:0040007	growth	2647	226	192.48	0.00434
GO:0048232	male gamete generation	1050	99	76.35	0.00434
GO:0007446	imaginal disc growth	79	13	5.74	0.00437
GO:0001539	cilium or flagellum-dependent cell motil...	126	18	9.16	0.00441
GO:0060285	cilium-dependent cell motility	126	18	9.16	0.00441
GO:0006915	apoptotic process	2777	236	201.93	0.00443
GO:0009987	cellular process	17836	1313	1296.94	0.00456
GO:0051248	negative regulation of protein metabolic...	1872	165	136.12	0.00459
GO:0008586	imaginal disc-derived wing vein morphoge...	117	17	8.51	0.00467
GO:0030317	flagellated sperm motility	117	17	8.51	0.00467
GO:0060147	regulation of post-transcriptional gene ...	117	17	8.51	0.00467
GO:1900368	regulation of post-transcriptional gene ...	117	17	8.51	0.00467
GO:0007478	leg disc morphogenesis	187	24	13.6	0.00469
GO:0032502	developmental process	10081	779	733.03	0.00473
GO:0016477	cell migration	2370	204	172.33	0.00478
GO:0009994	oocyte differentiation	507	53	36.87	0.00484
GO:0048856	anatomical structure development	9461	734	687.95	0.00485
GO:0014003	oligodendrocyte development	71	12	5.16	0.00485
GO:2000171	negative regulation of dendrite developm...	80	13	5.82	0.00488
GO:0035120	post-embryonic appendage morphogenesis	706	70	51.34	0.00493
GO:0035265	organ growth	405	44	29.45	0.00494
GO:0008152	metabolic process	14491	1091	1053.71	0.00500
GO:0045570	regulation of imaginal disc growth	54	10	3.93	0.00504
GO:0006479	protein methylation	273	32	19.85	0.00511
GO:0008213	protein alkylation	273	32	19.85	0.00511
GO:0002090	regulation of receptor internalization	99	15	7.2	0.00515
GO:0006283	transcription-coupled nucleotide-excisio...	99	15	7.2	0.00515
GO:0002119	nematode larval development	875	84	63.63	0.00523
GO:0034248	regulation of amide metabolic process	827	80	60.13	0.00524
GO:0042177	negative regulation of protein catabolic...	220	27	16	0.00524
GO:0044089	positive regulation of cellular componen...	1045	98	75.99	0.00528
GO:0045137	development of primary sexual characteri...	579	59	42.1	0.00533
GO:0090502	RNA phosphodiester bond hydrolysis, endo...	109	16	7.93	0.00539
GO:0048754	branching morphogenesis of an epithelial...	318	36	23.12	0.00547
GO:0009950	dorsal/ventral axis specification	179	23	13.02	0.00549
GO:0060294	cilium movement involved in cell motilit...	119	17	8.65	0.00556
GO:0048666	neuron development	2868	242	208.55	0.00557
GO:0051093	negative regulation of developmental pro...	1668	148	121.29	0.00567
GO:0009653	anatomical structure morphogenesis	5373	432	390.69	0.00574
GO:0036260	RNA capping	91	14	6.62	0.00588
GO:0010721	negative regulation of cell development	819	79	59.55	0.00591
GO:0002052	positive regulation of neuroblast prolif...	64	11	4.65	0.00603
GO:0060148	positive regulation of post-transcriptio...	64	11	4.65	0.00603
GO:1900370	positive regulation of post-transcriptio...	64	11	4.65	0.00603
GO:0000902	cell morphogenesis	2371	203	172.41	0.00614
GO:0001754	eye photoreceptor cell differentiation	433	46	31.49	0.00621
GO:0007476	imaginal disc-derived wing morphogenesis	595	60	43.27	0.00621
GO:0045814	negative regulation of gene expression, ...	223	27	16.22	0.00627
GO:0051960	regulation of nervous system development	2142	185	155.75	0.00629
GO:2000060	positive regulation of ubiquitin-depende...	202	25	14.69	0.00633
GO:0090503	RNA phosphodiester bond hydrolysis, exon...	56	10	4.07	0.00657
GO:0001736	establishment of planar polarity	333	37	24.21	0.00662
GO:0009799	specification of symmetry	333	37	24.21	0.00662
GO:0007169	transmembrane receptor protein tyrosine ...	1226	112	89.15	0.00665
GO:0001510	RNA methylation	83	13	6.04	0.00670
GO:0045880	positive regulation of smoothened signal...	83	13	6.04	0.00670
GO:0048048	embryonic eye morphogenesis	83	13	6.04	0.00670
GO:0032436	positive regulation of proteasomal ubiqu...	182	23	13.23	0.00670
GO:0060811	intracellular mRNA localization involved...	112	16	8.14	0.00702
GO:0030178	negative regulation of Wnt signaling pat...	279	32	20.29	0.00702
GO:0030111	regulation of Wnt signaling pathway	517	53	37.59	0.00710
GO:0097366	response to bronchodilator	93	14	6.76	0.00714
GO:0072080	nephron tubule development	122	17	8.87	0.00714
GO:1903051	negative regulation of proteolysis invol...	122	17	8.87	0.00714
GO:0007315	pole plasm assembly	142	19	10.33	0.00717
GO:0031399	regulation of protein modification proce...	2586	219	188.04	0.00719
GO:0061138	morphogenesis of a branching epithelium	346	38	25.16	0.00721
GO:0032968	positive regulation of transcription elo...	57	10	4.14	0.00746
GO:0031076	embryonic camera-type eye development	66	11	4.8	0.00763
GO:0003341	cilium movement	153	20	11.13	0.00763
GO:0008354	germ cell migration	113	16	8.22	0.00764
GO:0007028	cytoplasm organization	174	22	12.65	0.00784
GO:0007346	regulation of mitotic cell cycle	1085	100	78.9	0.00790
GO:0048013	ephrin receptor signaling pathway	164	21	11.93	0.00803
GO:0006400	tRNA modification	104	15	7.56	0.00813
GO:0007316	pole plasm RNA localization	104	15	7.56	0.00813
GO:0019094	pole plasm mRNA localization	104	15	7.56	0.00813
GO:0044772	mitotic cell cycle phase transition	794	76	57.74	0.00820
GO:0016050	vesicle organization	746	72	54.24	0.00822
GO:0048515	spermatid differentiation	417	44	30.32	0.00823
GO:0008361	regulation of cell size	568	57	41.3	0.00827
GO:0035295	tube development	2672	225	194.29	0.00828
GO:0012501	programmed cell death	3036	253	220.76	0.00834
GO:0048585	negative regulation of response to stimu...	2569	217	186.8	0.00834
GO:0007447	imaginal disc pattern formation	196	24	14.25	0.00838
GO:0007283	spermatogenesis	977	91	71.04	0.00840
GO:0060284	regulation of cell development	2389	203	173.71	0.00841
GO:0006220	pyrimidine nucleotide metabolic process	76	12	5.53	0.00843
GO:0042455	ribonucleoside biosynthetic process	58	10	4.22	0.00845
GO:0060428	lung epithelium development	67	11	4.87	0.00854
GO:0034728	nucleosome organization	186	23	13.52	0.00866
GO:0009896	positive regulation of catabolic process	893	84	64.93	0.00871
GO:0048708	astrocyte differentiation	105	15	7.64	0.00887
GO:0006468	protein phosphorylation	2470	209	179.6	0.00896
GO:0010639	negative regulation of organelle organiz...	725	70	52.72	0.00900
GO:0051216	cartilage development	251	29	18.25	0.00901
GO:0030520	intracellular estrogen receptor signalin...	86	13	6.25	0.00901
GO:0072001	renal system development	606	60	44.06	0.00905
GO:0031175	neuron projection development	2432	206	176.84	0.00906
GO:0051099	positive regulation of binding	340	37	24.72	0.00914
GO:0035220	wing disc development	822	78	59.77	0.00916
GO:0070925	organelle assembly	1503	133	109.29	0.00934
GO:0034502	protein localization to chromosome	156	20	11.34	0.00940
GO:0001655	urogenital system development	643	63	46.76	0.00947
GO:0009886	post-embryonic animal morphogenesis	1031	95	74.97	0.00954
GO:0021782	glial cell development	209	25	15.2	0.00964
GO:0048599	oocyte development	444	46	32.29	0.00965
GO:2001234	negative regulation of apoptotic signali...	330	36	24	0.00966
GO:0060537	muscle tissue development	752	72	54.68	0.00983
GO:0042706	eye photoreceptor cell fate commitment	87	13	6.33	0.00991
GO:0006473	protein acetylation	376	40	27.34	0.00998
